book_id,user_id,rating
195,2160948,417
196,2508458,399
197,2791662,360
198,2252544,411
199,2581499,388
200,2527652,403
201,2437257,313
202,3095867,321
203,2967978,347
204,2329860,390
205,1974206,375
206,2904593,359
207,2527871,394
208,2310911,412
209,2450215,382
210,2792591,356
211,2312211,382
212,2163437,361
213,2014791,366
214,2667455,371
215,2465944,415
216,2318962,405
217,2361617,393
218,3030743,345
219,2158311,418
220,2614571,368
221,2339781,365
222,2752071,394
223,2588477,358
224,2991490,313
225,2317776,420
226,2426086,368
227,2507195,365
228,1998835,316
229,2301185,399
230,2263026,394
231,2218895,398
232,2909417,396
233,2059196,388
234,2588207,394
235,2151182,375
236,2259144,403
237,2743415,373
238,2413011,351
239,2598774,378
240,2603652,344
241,2398450,400
242,2737938,368
243,2403173,388
244,2437850,364
245,2288383,397
246,2448546,324
247,2479460,342
248,2199423,395
249,2104301,376
250,2470783,429
251,2264856,411
252,3047126,398
253,2604914,381
254,2807538,319
255,2240960,347
256,2265624,345
257,2451241,387
258,2201768,412
259,2755910,336
260,2916595,359
261,2590007,356
262,2426048,391
263,2387892,407
264,2187710,371
265,2118032,432
266,2440623,366
267,2153206,446
268,2184346,361
269,2187191,371
270,2223999,417
271,2243868,399
272,2361804,406
273,2226404,377
274,2373290,403
275,2592151,371
276,2324342,394
277,2552185,392
278,2227251,442
279,2362710,361
280,2805634,360
281,2387765,369
282,2595242,401
283,2831722,404
284,2268673,350
285,2491927,379
286,2518373,349
287,2040310,360
288,2486867,391
289,2306598,394
290,2496503,368
291,2177878,418
292,2688091,395
293,2348284,372
294,2971988,400
295,2736883,420
296,2215301,427
297,2250326,403
298,2563622,366
299,2686755,350
300,2621270,411
301,1945069,334
302,2806002,370
303,2523234,288
304,2005022,383
305,2631186,354
306,2190342,362
307,2785615,449
308,1937955,348
309,2782213,353
310,1699887,330
311,2493405,398
312,2441607,407
313,2247576,389
314,2510376,369
315,2626104,332
316,2494374,410
317,2253028,416
318,2280019,401
319,3196696,370
320,2153793,393
321,1932681,386
322,2397355,412
323,2233546,368
324,2621492,400
325,2230187,429
326,2192492,351
327,2854632,386
328,2311203,372
329,2169766,392
330,2543889,399
331,2024210,352
332,2448869,383
333,2378009,402
334,3035970,382
335,2046312,402
336,2584826,375
337,2383640,403
338,2070184,358
339,2214841,412
340,2771917,363
341,2192018,369
342,2713211,315
343,2416124,363
344,2098892,410
345,2614913,337
346,2363556,401
347,2304461,385
348,2586968,353
349,2597099,385
350,2421739,373
351,3046179,406
352,2266892,362
353,2103707,387
354,2000688,358
355,2515430,389
356,2591118,370
357,2154612,366
358,2434389,417
359,2435090,414
360,2658886,394
361,2353602,375
362,2227611,395
363,3100177,394
364,2448533,421
365,2777058,428
366,2295714,420
367,2408452,390
368,2274509,388
369,2476752,363
370,3089501,359
371,2189079,373
372,2177011,401
373,2293812,415
374,2350202,404
375,2065548,367
376,2665048,329
377,2446283,399
378,2289615,391
379,2363731,361
380,2310768,387
381,2438662,369
382,2568566,368
383,1976193,334
384,2884499,375
385,2395851,391
386,2021595,398
387,2086628,351
388,2478286,371
389,2810735,410
390,2370423,359
391,2470937,417
392,2288783,342
393,3203792,398
394,2869492,396
395,2406119,376
396,2083275,392
397,2364894,354
398,1722756,375
399,2252480,355
400,2068561,371
401,2243412,363
402,2334395,418
403,2500338,385
404,2403754,389
405,2485846,391
406,2536986,379
407,1996895,396
408,2343387,396
409,2373981,425
410,2014470,360
411,2005578,331
412,2758283,401
413,2462107,390
414,2196284,363
415,2956711,322
416,2305557,404
417,2316085,381
418,2702391,384
419,3017181,391
420,2096945,311
421,2068095,369
422,2259024,445
423,2849260,351
424,2342940,372
425,2296413,353
426,1958751,377
427,2404062,400
428,3122189,396
429,2706185,380
430,2059899,407
431,2758875,395
432,2584760,414
433,3055786,380
434,2933704,348
435,2633568,357
436,2201666,377
437,2379978,403
438,2166287,380
439,2565683,390
440,2563777,396
441,2592643,381
442,2288742,403
443,2714772,382
444,2191881,437
445,2173236,372
446,2966202,419
447,2785722,346
448,2489088,334
449,2634181,346
450,2760685,372
451,2351455,355
452,3126817,386
453,2326954,362
454,2226753,393
455,1913188,338
456,2233898,409
457,2081013,360
458,2753401,407
459,2165230,422
460,3177212,416
461,2043576,384
462,2582319,402
463,2239425,399
464,2461589,400
465,1791938,355
466,2837798,439
467,2058129,377
468,2049360,385
469,2960407,358
470,2741132,399
471,2111031,384
472,2690785,439
473,2158750,360
474,2892740,394
475,2939300,374
476,2068142,405
477,2776078,369
478,2540634,355
479,2500221,363
480,2210131,383
481,2711687,387
482,2426660,412
483,2252501,397
484,1998663,341
485,2478889,379
486,2656317,366
487,2590373,373
488,2815852,423
489,2136802,394
490,1946263,439
491,2497464,333
492,2541132,383
493,2300404,419
494,2270515,384
495,1735229,364
496,2084742,379
497,2561186,394
498,2383735,385
499,2503540,337
500,2560034,359
501,2206106,341
502,2613057,415
503,2500535,384
504,2550102,400
505,2443448,292
506,3003704,360
507,3104396,424
508,1936556,372
509,1984571,327
510,2465053,389
511,2503265,380
512,2248222,427
513,2184547,419
514,1879620,412
515,2145429,405
516,1961027,395
517,3093691,360
518,2221709,389
519,2359105,340
520,2052899,396
521,2571538,375
522,2831009,374
523,2104045,417
524,2960853,415
525,2789455,391
526,2449153,369
527,2063779,345
528,2410274,396
529,2484823,348
530,2258368,399
531,2202319,323
532,2987122,434
533,2715422,321
534,2184563,392
535,2910461,382
536,3095538,380
537,2466389,384
538,2300106,368
539,2949791,386
540,2479265,409
541,2741370,391
542,2443290,376
543,2836257,406
544,1931119,427
545,2183733,411
546,2064373,363
547,2431645,359
548,2900437,336
549,2264000,405
550,2135635,397
551,2140204,380
552,2421280,356
553,2816612,368
554,2300986,403
555,2806786,426
556,2257893,321
557,2027303,361
558,2159569,359
559,2298213,361
560,2193616,360
561,1963150,398
562,2867920,451
563,2211906,359
564,2809113,392
565,2920118,406
566,2393954,343
567,2113190,384
568,2354365,429
569,2675713,367
570,2112869,383
571,2181249,359
572,2320643,381
573,2415134,325
574,2180611,381
575,2224857,361
576,2269755,360
577,2333287,384
578,2497429,334
579,2251411,403
580,2958773,399
581,3035533,405
582,2267027,334
583,3095903,365
584,2536672,349
585,3085074,419
586,2028378,356
587,1870785,366
588,2695257,392
589,3027258,394
590,2560630,362
591,2697397,408
592,2375965,414
593,2375975,389
594,2478226,388
595,2028874,360
596,2132177,354
597,2416832,369
598,2917446,384
599,2267660,386
600,3002595,339
601,2831104,409
602,2379906,381
603,3117771,425
604,2441114,361
605,2160974,355
606,2014856,339
607,3464214,382
608,2398062,418
609,2694170,332
610,2561905,436
611,2420462,338
612,2476570,421
613,2100732,388
614,2274611,372
615,2751281,393
616,2104951,365
617,2302837,350
618,2492485,389
619,2800596,409
620,2154866,400
621,1878738,384
622,2106572,335
623,2852889,386
624,2091105,349
625,1969122,366
626,2162226,423
627,2427339,426
628,2735493,374
629,2181396,355
630,2368045,378
631,2166537,348
632,3167401,382
633,2359597,360
634,2612945,354
635,2272944,367
636,3650273,422
637,2338700,373
638,2164383,333
639,2385876,369
640,2619814,340
641,2301328,387
642,2015742,398
643,2548106,325
644,2933501,398
645,3107370,337
646,2192576,350
647,2078362,324
648,2902891,367
649,1994837,361
650,2184718,357
651,2688435,381
652,2150175,352
653,1899046,380
654,2187261,368
655,2487775,309
656,2966970,337
657,1996694,356
658,2043565,364
659,2041833,367
660,2381654,323
661,2254230,428
662,1785661,408
663,2459961,413
664,2231647,400
665,2247758,410
666,2425689,373
667,2680913,382
668,2354185,375
669,1898322,417
670,2679537,369
671,2878180,398
672,2011820,394
673,2148269,412
674,2029515,365
675,2640623,362
676,2838860,349
677,2501495,424
678,2595357,401
679,2379052,417
680,2750426,367
681,1941804,392
682,2200901,353
683,2146794,349
684,3322015,405
685,2976097,338
686,1908791,342
687,2372849,399
688,1908743,396
689,2281227,371
690,1957606,366
691,2668201,400
692,1902550,353
693,2388780,341
694,2038658,343
695,2782198,396
696,1867803,371
697,2129117,365
698,2395876,391
699,2467509,365
700,2479142,389
701,2157163,355
702,2566759,359
703,2458593,364
704,2185408,381
705,2590166,348
706,2461182,368
707,2488095,376
708,2158079,345
709,2173438,430
710,2158153,346
711,2738261,402
712,2113971,402
713,2787211,409
714,2241994,366
715,2194471,356
716,2261189,356
717,3367477,435
718,2108709,349
719,2568137,360
720,3336704,403
721,2741010,416
722,2492977,392
723,2060793,413
724,2058381,342
725,2517539,416
726,2596680,406
727,1932756,349
728,2349620,404
729,2629385,405
730,1995121,354
731,2712692,393
732,2144757,291
733,2230788,377
734,2218656,416
735,2856982,447
736,1972050,380
737,2125519,399
738,2233329,413
739,2167806,417
740,2213285,430
741,1436666,321
742,2325955,403
743,2018385,418
744,2451120,391
745,2445898,381
746,2897443,426
747,2620837,399
748,2115717,348
749,2352261,391
750,3485446,397
751,2161164,398
752,3287253,436
753,2584331,385
754,2299772,383
755,2651492,415
756,3019677,366
757,2287441,433
758,2322454,393
759,2892726,389
760,2522251,424
761,2125952,334
762,2469955,413
763,2299637,383
764,2666058,362
765,1999075,393
766,2223368,431
767,2280483,406
768,2550102,388
769,2510784,436
770,2174880,364
771,2093513,378
772,2010483,354
773,2117250,377
774,2981227,425
775,1944676,400
776,2801969,393
777,1665334,322
778,2519159,366
779,2129514,411
780,2440205,455
781,2396582,328
782,1849313,367
783,2553762,341
784,2414036,378
785,2470894,375
786,2028115,433
787,2725967,388
788,2410150,377
789,2400438,409
790,2349222,382
791,2124619,368
792,2463641,424
793,2229517,403
794,2406810,390
795,1947689,385
796,2987305,395
797,2567116,390
798,2101235,414
799,2723018,402
800,2674304,386
801,1888566,375
802,2435376,341
803,3148493,405
804,2328209,374
805,2705957,346
806,2671014,409
807,2401873,323
808,2177244,405
809,2860981,396
810,3434599,433
811,2760688,374
812,3177036,379
813,2501951,338
814,2712274,361
815,2382303,395
816,2697005,359
817,2842448,422
818,2458759,332
819,2054493,381
820,2231861,381
821,2496495,350
822,2223062,368
823,2572439,353
824,2374752,358
825,2265747,366
826,2438479,381
827,3465338,396
828,2088856,413
829,2370056,378
830,3018812,368
831,2865272,364
832,2643824,365
833,2176563,344
834,1963595,355
835,3017941,392
836,2414291,373
837,2586529,388
838,2202137,369
839,2205800,365
840,2017675,419
841,2677613,422
842,3213739,416
843,2690572,309
844,2260895,401
845,2887438,416
846,3073143,421
847,2544595,360
848,2299974,386
849,2655175,355
850,2146729,354
851,2250462,321
852,2221748,422
853,2547467,379
854,1795204,395
855,2141412,389
856,2287898,383
857,2272881,378
858,3050773,400
859,3125890,386
860,1752005,392
861,2731545,368
862,2941419,468
863,2519954,435
864,2217239,398
865,2595964,377
866,2953823,374
867,1597151,377
868,2252021,406
869,1938019,347
870,2475615,438
871,1955491,335
872,2168747,373
873,2396636,387
874,2237373,380
875,2675847,303
876,2490520,418
877,2428240,404
878,2530132,402
879,2165025,367
880,2949926,367
881,2291048,395
882,2646607,395
883,2007284,373
884,2489426,376
885,2136791,363
886,2481180,390
887,2001065,366
888,2296777,422
889,2616604,417
890,2416531,416
891,2763643,381
892,2301728,367
893,3279237,433
894,2616864,416
895,2113956,376
896,2498570,382
897,2534858,385
898,1776460,337
899,2312361,373
900,2979573,409
901,1925044,397
902,2584889,400
903,1817784,336
904,2939289,335
905,2176004,409
906,2224137,369
907,2414524,385
908,1774037,306
909,2837903,376
910,2589117,408
911,2466882,327
912,1869150,397
913,2831048,414
914,2800803,400
915,2489431,349
916,1970960,345
917,2887126,401
918,2651914,382
919,2172329,368
920,2435235,374
921,2781290,392
922,2790129,358
923,2537092,368
924,1950304,329
925,2229830,348
926,2063203,327
927,2452529,360
928,3104333,402
929,2279990,378
930,2043462,370
931,2413726,338
932,2052171,372
933,2772171,404
934,2151671,351
935,2073833,368
936,2524606,409
937,2163906,428
938,3058613,372
939,2010560,371
940,2513588,374
941,2154683,372
942,3194295,369
943,1915959,372
944,2536906,353
945,3076402,341
946,3011081,318
947,3415414,390
948,2420872,384
949,2403244,386
950,2740330,444
951,1838977,387
952,1969663,347
953,2564668,404
954,3295955,387
955,1787424,332
956,2878379,427
957,2739319,345
958,2327529,448
959,2120041,331
960,2602071,406
961,2053709,389
962,2922390,383
963,2579472,359
964,2330921,438
965,2909433,345
966,2501697,396
967,2649581,371
968,2098702,341
969,2152703,351
970,2856005,395
971,2618911,387
972,2494470,371
973,1999910,317
974,2296607,368
975,2451356,368
976,2628225,450
977,2231745,390
978,1998549,369
979,2293730,365
980,2580270,413
981,2513814,314
982,2406587,401
983,1952240,437
984,2251649,372
985,2226324,427
986,2514450,345
987,3004392,425
988,2766115,407
989,2924667,408
990,2483384,383
991,2396599,389
992,2873981,347
993,2194341,390
994,2199578,415
995,3269851,403
996,1957801,394
997,2231329,371
998,2031533,444
999,1964388,404
1000,3196509,389
1001,2190795,329
1002,2906026,414
1003,2922685,389
1004,2806523,376
1005,1708312,338
1006,2840164,346
1007,1712883,352
1008,2991332,383
1009,2042531,347
1010,2767698,453
1011,2290630,398
1012,2167925,399
1013,2991290,408
1014,2105644,390
1015,2026663,386
1016,2612544,364
1017,2133252,376
1018,2612677,392
1019,2159156,384
1020,2109665,388
1021,2031946,388
1022,3333368,440
1023,2399719,380
1024,2233842,372
1025,2453418,363
1026,2182770,408
1027,3408196,400
1028,2282367,352
1029,2843590,454
1030,2036383,390
1031,2015268,381
1032,2009899,383
1033,2415398,385
1034,2810155,397
1035,2430647,392
1036,2964947,393
1037,2395477,363
1038,2392548,371
1039,1896210,311
1040,2394189,365
1041,2221153,399
1042,2392413,372
1043,2482541,367
1044,2010366,360
1045,3195575,385
1046,2328113,388
1047,2335572,441
1048,2224183,374
1049,2716087,392
1050,2596685,361
1051,2233299,384
1052,2179696,361
1053,2486856,395
1054,2509258,346
1055,2214494,377
1056,2327066,363
1057,2167366,347
1058,3087605,394
1059,2505408,375
1060,2236580,397
1061,2297263,391
1062,3118367,341
1063,1701652,337
1064,2232547,374
1065,2722165,422
1066,3077472,357
1067,1934122,393
1068,2183455,398
1069,2724269,391
1070,2458831,398
1071,2477914,390
1072,2053689,341
1073,2200925,357
1074,1964846,406
1075,2361872,350
1076,2151244,331
1077,2597565,424
1078,2603391,389
1079,2074659,304
1080,3249064,368
1081,2552246,418
1082,2166111,363
1083,1692097,343
1084,2121055,358
1085,2597333,306
1086,2226135,379
1087,2269380,398
1088,2389549,382
1089,2559478,386
1090,2251451,384
1091,2633191,385
1092,2535262,384
1093,2697032,362
1094,1835845,367
1095,2550124,377
1096,2331897,403
1097,2617524,362
1098,2814115,381
1099,2608694,428
1100,2455437,393
1101,2037427,350
1102,1917482,375
1103,2392452,385
1104,3131776,316
1105,2462382,370
1106,2184389,400
1107,1805538,330
1108,2663506,430
1109,3061390,386
1110,3322081,399
1111,1721763,301
1112,2025193,393
1113,2611273,387
1114,2212087,406
1115,2624932,357
1116,2970046,358
1117,2158323,354
1118,2699382,338
1119,2404465,378
1120,2831886,405
1121,2376723,375
1122,3393004,387
1123,2509575,387
1124,1719790,372
1125,2905326,296
1126,3164942,357
1127,2676515,421
1128,2786998,397
1129,4322383,357
1130,3419988,396
1131,2286162,381
1132,2998641,352
1133,2358518,378
1134,3080666,388
1135,1966403,372
1136,1910534,382
1137,2430165,360
1138,2406091,382
1139,2320200,339
1140,2878528,370
1141,2701262,402
1142,2318858,405
1143,3290676,368
1144,1736432,385
1145,2076150,343
1146,2380411,424
1147,2671500,345
1148,2863458,397
1149,1883378,349
1150,2738358,401
1151,1926007,399
1152,2569021,355
1153,2025375,420
1154,2207391,421
1155,2450254,379
1156,2342292,374
1157,3155182,350
1158,2389847,425
1159,2422889,371
1160,2285253,385
1161,2072292,391
1162,2778675,321
1163,2481789,386
1164,2529164,379
1165,3207891,381
1166,2788175,369
1167,2337177,387
1168,2281084,381
1169,3367679,398
1170,3305617,424
1171,2259222,363
1172,2423229,378
1173,2525112,352
1174,2039708,337
1175,2110049,396
1176,2424132,412
1177,2837009,382
1178,2536113,380
1179,2343339,383
1180,2612321,365
1181,1910562,399
1182,2799858,380
1183,3840582,412
1184,2272305,370
1185,2022179,390
1186,2241909,364
1187,1990897,389
1188,2380118,370
1189,2737857,343
1190,2068814,409
1191,2596034,381
1192,2629457,410
1193,2482592,372
1194,2761189,369
1195,2445798,397
1196,1994044,380
1197,3111239,388
1198,2329523,431
1199,2380706,420
1200,2919650,396
1201,1985735,348
1202,2302064,377
1203,3372407,433
1204,2312012,355
1205,1962508,396
1206,2428405,351
1207,2916822,388
1208,2283183,377
1209,2837417,324
1210,1704775,403
1211,2535445,398
1212,2198137,397
1213,2338373,356
1214,2370577,337
1215,2575672,367
1216,2193167,407
1217,2053858,382
1218,2489612,375
1219,2940848,379
1220,1977008,360
1221,1729450,337
1222,1991169,381
1223,2689993,407
1224,2834458,400
1225,2492894,395
1226,1921941,397
1227,2874045,382
1228,2710209,422
1229,2311165,419
1230,2962815,408
1231,1990582,351
1232,1987206,400
1233,2503045,382
1234,2420702,406
1235,2902950,413
1236,1857084,363
1237,2326315,380
1238,1702748,381
1239,2029531,393
1240,3539141,426
1241,2515163,395
1242,2191481,367
1243,2689654,397
1244,2467515,360
1245,2494577,354
1246,2467978,384
1247,2792893,389
1248,2346477,394
1249,2468360,362
1250,1846596,370
1251,2879542,388
1252,1931618,401
1253,2552952,389
1254,2792248,403
1255,1846843,355
1256,2063715,434
1257,2438949,398
1258,1998671,399
1259,2516760,422
1260,1984333,347
1261,2362828,384
1262,2436858,382
1263,2554969,386
1264,3314030,447
1265,2120576,432
1266,2470784,399
1267,1906733,403
1268,2189065,352
1269,2173776,388
1270,2104789,374
1271,2352124,365
1272,2167745,383
1273,2235520,386
1274,2462319,437
1275,2261492,417
1276,3079069,395
1277,2474915,371
1278,2389849,396
1279,2576533,354
1280,2340296,370
1281,2246991,363
1282,1607860,356
1283,1957463,362
1284,3266414,393
1285,3252174,387
1286,2599971,367
1287,2557324,429
1288,2557194,401
1289,2493493,391
1290,2316163,379
1291,2622022,406
1292,3210699,429
1293,2292479,384
1294,2500437,393
1295,3106742,386
1296,2316707,334
1297,2858941,366
1298,2798580,395
1299,2080291,394
1300,2156305,400
1301,2352788,348
1302,2894990,361
1303,2532355,370
1304,2720082,419
1305,2296142,409
1306,2268067,320
1307,2538371,343
1308,3083455,474
1309,2920497,381
1310,1553855,420
1311,1567292,318
1312,1903746,366
1313,2475769,447
1314,2599508,375
1315,2434601,405
1316,2004766,358
1317,2269799,334
1318,2152084,402
1319,1823555,373
1320,3087957,434
1321,3166845,399
1322,2443916,416
1323,2653667,354
1324,2743745,374
1325,1999874,382
1326,2336350,401
1327,2935042,399
1328,2793881,412
1329,2216295,405
1330,2619738,379
1331,2931354,417
1332,1974575,381
1333,2294089,368
1334,2030863,327
1335,2695520,393
1336,2426366,409
1337,2749845,422
1338,1756294,377
1339,2676213,374
1340,2753578,433
1341,2978773,419
1342,2667634,443
1343,2139064,378
1344,2382084,393
1345,2319666,371
1346,2840306,417
1347,2967600,370
1348,2217218,418
1349,2659231,416
1350,2568406,426
1351,2788279,386
1352,3267970,406
1353,3013294,423
1354,2926518,378
1355,3861129,460
1356,3160952,388
1357,2570662,358
1358,2796069,396
1359,3084060,391
1360,2421409,376
1361,2235230,389
1362,2172392,357
1363,2789672,430
1364,2169348,393
1365,2198974,375
1366,3325858,378
1367,2107688,411
1368,2499408,406
1369,2723735,369
1370,2325599,418
1371,2357073,403
1372,3001541,341
1373,2026282,383
1374,2868741,433
1375,3039447,334
1376,2914725,376
1377,3123542,425
1378,2415644,389
1379,2028184,380
1380,2182150,459
1381,2168284,373
1382,2831233,402
1383,1960310,396
1384,2444352,397
1385,2479791,385
1386,2523382,352
1387,3144404,345
1388,2345986,358
1389,1690866,353
1390,2010969,398
1391,2573312,372
1392,1690977,374
1393,2397121,375
1394,2703811,435
1395,2774817,341
1396,2423622,374
1397,2548788,394
1398,2425057,315
1399,2788737,412
1400,2287978,377
1401,2241145,390
1402,2427267,406
1403,2741782,382
1404,2563970,394
1405,2146958,391
1406,2021193,378
1407,2127358,348
1408,2700944,414
1409,2839006,243
1410,2392440,406
1411,2108317,393
1412,2826128,386
1413,3122064,382
1414,2034009,345
1415,2703326,386
1416,3118690,412
1417,2246927,294
1418,2461190,384
1419,2604295,419
1420,2722521,407
1421,1676192,343
1422,2757187,400
1423,2566470,335
1424,2838040,391
1425,3081625,355
1426,1987701,364
1427,2548284,370
1428,3119462,371
1429,2904115,395
1430,1858521,309
1431,2253072,379
1432,1961671,335
1433,2390111,320
1434,2517931,348
1435,2239182,414
1436,1578228,306
1437,2904744,396
1438,2783615,367
1439,2173075,366
1440,2165965,392
1441,2270604,411
1442,2235613,335
1443,3034066,346
1444,2110724,392
1445,2768209,363
1446,2881913,359
1447,2293768,411
1448,2975807,390
1449,2361257,377
1450,2783393,432
1451,2667394,431
1452,2156960,396
1453,2840625,404
1454,2332181,383
1455,2473193,358
1456,1875150,404
1457,1412365,320
1458,2497564,378
1459,1894414,334
1460,2218927,395
1461,2839298,432
1462,2291354,402
1463,2411047,380
1464,1917454,422
1465,2216399,391
1466,2519206,412
1467,2069130,359
1468,2631380,365
1469,2480997,395
1470,3370393,350
1471,2499994,406
1472,2694799,422
1473,2415775,402
1474,2486308,420
1475,3206025,347
1476,2473975,381
1477,2401974,367
1478,2529479,413
1479,3056762,407
1480,2601915,424
1481,1556248,289
1482,2138319,352
1483,2407349,410
1484,2814412,403
1485,2412759,349
1486,2397544,400
1487,2269720,414
1488,2010984,409
1489,2327221,408
1490,2789848,381
1491,2589133,368
1492,2734111,430
1493,2324262,386
1494,2249176,382
1495,2119325,418
1496,2928783,447
1497,2348880,392
1498,2267714,360
1499,2356269,416
1500,1755318,361
1501,1783037,364
1502,2866336,417
1503,1884677,381
1504,2603656,420
1505,3522099,403
1506,2309445,326
1507,2839960,399
1508,2293751,350
1509,2079804,376
1510,3199750,407
1511,3014895,357
1512,2583845,401
1513,2486987,412
1514,2163027,405
1515,2437138,407
1516,2322762,375
1517,2287851,397
1518,2239613,370
1519,2073657,410
1520,2216304,395
1521,2276292,350
1522,2037632,352
1523,2810496,354
1524,2250489,390
1525,2254960,346
1526,1913451,317
1527,3064940,431
1528,2778562,377
1529,2031883,332
1530,2285650,400
1531,2336493,399
1532,2128465,335
1533,2003942,336
1534,2587692,382
1535,2859167,384
1536,2426264,360
1537,1707844,348
1538,2217242,312
1539,2346995,397
1540,2502282,350
1541,2971434,403
1542,3203503,361
1543,2401360,359
1544,1839450,370
1545,2449266,431
1546,3002594,403
1547,1279053,284
1548,2426443,430
1549,2481634,380
1550,3011658,373
1551,2406754,355
1552,2467077,420
1553,2246218,402
1554,2694344,406
1555,2689113,353
1556,3410111,412
1557,1822831,393
1558,2318623,409
1559,3122056,346
1560,2606818,370
1561,2031285,385
1562,3314218,385
1563,2588294,356
1564,2568333,337
1565,2448046,308
1566,1903096,310
1567,2424039,339
1568,3043324,434
1569,2780285,397
1570,2008373,397
1571,1993477,333
1572,1985939,444
1573,1784465,352
1574,2417330,394
1575,3070957,374
1576,2645158,399
1577,2553171,444
1578,2432765,384
1579,2319372,357
1580,2184583,364
1581,2265714,402
1582,1958247,375
1583,2592947,354
1584,2147631,383
1585,2812703,364
1586,2530805,376
1587,2119844,360
1588,2112833,330
1589,2441682,372
1590,2205266,386
1591,2486819,401
1592,2359411,323
1593,2530190,380
1594,2318915,361
1595,2511089,427
1596,2464206,313
1597,1868020,442
1598,2234730,378
1599,1964376,390
1600,2995123,407
1601,2775964,376
1602,2748744,439
1603,2505519,425
1604,2659652,386
1605,2486334,347
1606,1911811,398
1607,2452299,400
1608,2860226,365
1609,2987766,419
1610,2519062,353
1611,1720021,404
1612,2777353,386
1613,1771945,369
1614,3201892,384
1615,2538030,416
1616,2630348,399
1617,2858768,409
1618,2449166,448
1619,3372273,415
1620,2284634,382
1621,2462968,374
1622,2244746,375
1623,2528034,425
1624,2502771,370
1625,2567084,352
1626,1817075,414
1627,1894432,396
1628,2750660,398
1629,2344204,389
1630,2741901,435
1631,2749399,403
1632,2604277,428
1633,1934097,336
1634,2422914,381
1635,2438975,411
1636,2493160,428
1637,3111602,374
1638,2327647,375
1639,2288122,358
1640,1857140,334
1641,1895665,399
1642,2000632,382
1643,2672963,394
1644,1783957,392
1645,1605625,368
1646,2548080,373
1647,2917691,391
1648,2584951,406
1649,2348119,376
1650,3061274,393
1651,3448150,437
1652,2893525,393
1653,2484841,424
1654,2981694,445
1655,1451098,320
1656,2391626,415
1657,1836132,387
1658,3254552,376
1659,2979663,390
1660,2208799,374
1661,2260149,365
1662,2145873,400
1663,2586520,345
1664,2056079,398
